"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2024-25","32360","Cheney School District","15.0 - 19.9","39","334"
"2024-25","32360","Cheney School District","20.0 - 24.9","33","334"
"2024-25","32360","Cheney School District","25.0 - 29.9","23","334"
"2024-25","32360","Cheney School District","30.0 - 34.9","9","334"
"2024-25","32360","Cheney School District","35.0 - 39.9","2","334"
"2024-25","32360","Cheney School District","40.0 - 44.9","0","334"
"2024-25","32360","Cheney School District","45.0 - 49.9","0","334"
"2024-25","32360","Cheney School District","50.0 - 54.9","0","334"
"2024-25","32360","Cheney School District","55.0 - 59.9","0","334"
"2024-25","32360","Cheney School District","Not Reported","4","334"
"2024-25","33036","Chewelah School District","0.0 - 4.9","10","51"
"2024-25","33036","Chewelah School District","5.0 - 9.9","15","51"
"2024-25","33036","Chewelah School District","10.0 - 14.9","6","51"
"2024-25","33036","Chewelah School District","15.0 - 19.9","6","51"
"2024-25","33036","Chewelah School District","20.0 - 24.9","5","51"
"2024-25","33036","Chewelah School District","25.0 - 29.9","4","51"
"2024-25","33036","Chewelah School District","30.0 - 34.9","3","51"
"2024-25","33036","Chewelah School District","35.0 - 39.9","1","51"
"2024-25","33036","Chewelah School District","40.0 - 44.9","0","51"
"2024-25","33036","Chewelah School District","45.0 - 49.9","0","51"
"2024-25","33036","Chewelah School District","50.0 - 54.9","0","51"
"2024-25","33036","Chewelah School District","55.0 - 59.9","0","51"
"2024-25","33036","Chewelah School District","Not Reported","1","51"
"2024-25","27901","Chief Leschi Schools","0.0 - 4.9","45","80"
"2024-25","27901","Chief Leschi Schools","5.0 - 9.9","20","80"
"2024-25","27901","Chief Leschi Schools","10.0 - 14.9","1","80"
"2024-25","27901","Chief Leschi Schools","15.0 - 19.9","1","80"
"2024-25","27901","Chief Leschi Schools","20.0 - 24.9","5","80"
"2024-25","27901","Chief Leschi Schools","25.0 - 29.9","3","80"
"2024-25","27901","Chief Leschi Schools","30.0 - 34.9","0","80"
"2024-25","27901","Chief Leschi Schools","35.0 - 39.9","3","80"
"2024-25","27901","Chief Leschi Schools","40.0 - 44.9","0","80"
"2024-25","27901","Chief Leschi Schools","45.0 - 49.9","0","80"
"2024-25","27901","Chief Leschi Schools","50.0 - 54.9","0","80"
"2024-25","27901","Chief Leschi Schools","55.0 - 59.9","0","80"
"2024-25","27901","Chief Leschi Schools","Not Reported","2","80"
"2024-25","16049","Chimacum School District","0.0 - 4.9","10","51"
"2024-25","16049","Chimacum School District","5.0 - 9.9","12","51"
"2024-25","16049","Chimacum School District","10.0 - 14.9","7","51"
"2024-25","16049","Chimacum School District","15.0 - 19.9","4","51"
"2024-25","16049","Chimacum School District","20.0 - 24.9","4","51"
"2024-25","16049","Chimacum School District","25.0 - 29.9","7","51"
"2024-25","16049","Chimacum School District","30.0 - 34.9","4","51"
"2024-25","16049","Chimacum School District","35.0 - 39.9","0","51"
"2024-25","16049","Chimacum School District","40.0 - 44.9","1","51"
"2024-25","16049","Chimacum School District","45.0 - 49.9","0","51"
"2024-25","16049","Chimacum School District","50.0 - 54.9","0","51"
"2024-25","16049","Chimacum School District","55.0 - 59.9","0","51"
"2024-25","16049","Chimacum School District","Not Reported","2","51"
"2024-25","02250","Clarkston School District","0.0 - 4.9","25","176"
"2024-25","02250","Clarkston School District","5.0 - 9.9","21","176"
"2024-25","02250","Clarkston School District","10.0 - 14.9","21","176"
"2024-25","02250","Clarkston School District","15.0 - 19.9","23","176"
"2024-25","02250","Clarkston School District","20.0 - 24.9","19","176"
"2024-25","02250","Clarkston School District","25.0 - 29.9","15","176"
"2024-25","02250","Clarkston School District","30.0 - 34.9","10","176"
"2024-25","02250","Clarkston School District","35.0 - 39.9","4","176"
"2024-25","02250","Clarkston School District","40.0 - 44.9","0","176"
"2024-25","02250","Clarkston School District","45.0 - 49.9","0","176"
"2024-25","02250","Clarkston School District","50.0 - 54.9","1","176"
"2024-25","02250","Clarkston School District","55.0 - 59.9","0","176"
"2024-25","02250","Clarkston School District","Not Reported","37","176"
"2024-25","19404","Cle Elum-Roslyn School District","0.0 - 4.9","21","86"
"2024-25","19404","Cle Elum-Roslyn School District","5.0 - 9.9","12","86"
"2024-25","19404","Cle Elum-Roslyn School District","10.0 - 14.9","5","86"
"2024-25","19404","Cle Elum-Roslyn School District","15.0 - 19.9","7","86"
"2024-25","19404","Cle Elum-Roslyn School District","20.0 - 24.9","4","86"
"2024-25","19404","Cle Elum-Roslyn School District","25.0 - 29.9","7","86"
"2024-25","19404","Cle Elum-Roslyn School District","30.0 - 34.9","4","86"
"2024-25","19404","Cle Elum-Roslyn School District","35.0 - 39.9","2","86"
"2024-25","19404","Cle Elum-Roslyn School District","40.0 - 44.9","0","86"
"2024-25","19404","Cle Elum-Roslyn School District","45.0 - 49.9","0","86"
"2024-25","19404","Cle Elum-Roslyn School District","50.0 - 54.9","0","86"
"2024-25","19404","Cle Elum-Roslyn School District","55.0 - 59.9","0","86"
"2024-25","19404","Cle Elum-Roslyn School District","Not Reported","24","86"
"2024-25","27400","Clover Park School District","0.0 - 4.9","227","828"
"2024-25","27400","Clover Park School District","5.0 - 9.9","183","828"
"2024-25","27400","Clover Park School District","10.0 - 14.9","135","828"
"2024-25","27400","Clover Park School District","15.0 - 19.9","97","828"
"2024-25","27400","Clover Park School District","20.0 - 24.9","66","828"
"2024-25","27400","Clover Park School District","25.0 - 29.9","52","828"
"2024-25","27400","Clover Park School District","30.0 - 34.9","20","828"
"2024-25","27400","Clover Park School District","35.0 - 39.9","18","828"
"2024-25","27400","Clover Park School District","40.0 - 44.9","1","828"
"2024-25","27400","Clover Park School District","45.0 - 49.9","0","828"
"2024-25","27400","Clover Park School District","50.0 - 54.9","0","828"
"2024-25","27400","Clover Park School District","55.0 - 59.9","0","828"
"2024-25","27400","Clover Park School District","Not Reported","29","828"
"2024-25","38300","Colfax School District","0.0 - 4.9","8","38"
"2024-25","38300","Colfax School District","5.0 - 9.9","9","38"
"2024-25","38300","Colfax School District","10.0 - 14.9","4","38"
"2024-25","38300","Colfax School District","15.0 - 19.9","8","38"
"2024-25","38300","Colfax School District","20.0 - 24.9","5","38"
"2024-25","38300","Colfax School District","25.0 - 29.9","1","38"
"2024-25","38300","Colfax School District","30.0 - 34.9","2","38"
"2024-25","38300","Colfax School District","35.0 - 39.9","1","38"
"2024-25","38300","Colfax School District","40.0 - 44.9","0","38"
"2024-25","38300","Colfax School District","45.0 - 49.9","0","38"
"2024-25","38300","Colfax School District","50.0 - 54.9","0","38"
"2024-25","38300","Colfax School District","55.0 - 59.9","0","38"
"2024-25","38300","Colfax School District","Not Reported","0","38"
"2024-25","36250","College Place School District","0.0 - 4.9","19","105"
"2024-25","36250","College Place School District","5.0 - 9.9","24","105"
"2024-25","36250","College Place School District","10.0 - 14.9","17","105"
"2024-25","36250","College Place School District","15.0 - 19.9","17","105"
"2024-25","36250","College Place School District","20.0 - 24.9","13","105"
"2024-25","36250","College Place School District","25.0 - 29.9","11","105"
"2024-25","36250","College Place School District","30.0 - 34.9","1","105"
"2024-25","36250","College Place School District","35.0 - 39.9","1","105"
"2024-25","36250","College Place School District","40.0 - 44.9","0","105"
"2024-25","36250","College Place School District","45.0 - 49.9","0","105"
"2024-25","36250","College Place School District","50.0 - 54.9","0","105"
"2024-25","36250","College Place School District","55.0 - 59.9","0","105"
"2024-25","36250","College Place School District","Not Reported","2","105"
"2024-25","38306","Colton School District","0.0 - 4.9","8","21"
"2024-25","38306","Colton School District","5.0 - 9.9","3","21"
"2024-25","38306","Colton School District","10.0 - 14.9","1","21"
"2024-25","38306","Colton School District","15.0 - 19.9","1","21"
"2024-25","38306","Colton School District","20.0 - 24.9","3","21"
"2024-25","38306","Colton School District","25.0 - 29.9","2","21"
"2024-25","38306","Colton School District","30.0 - 34.9","1","21"
"2024-25","38306","Colton School District","35.0 - 39.9","0","21"
"2024-25","38306","Colton School District","40.0 - 44.9","0","21"
"2024-25","38306","Colton School District","45.0 - 49.9","0","21"
"2024-25","38306","Colton School District","50.0 - 54.9","0","21"
"2024-25","38306","Colton School District","55.0 - 59.9","0","21"
"2024-25","38306","Colton School District","Not Reported","2","21"
"2024-25","33206","Columbia (Stevens) School District","0.0 - 4.9","6","14"
"2024-25","33206","Columbia (Stevens) School District","5.0 - 9.9","2","14"
"2024-25","33206","Columbia (Stevens) School District","10.0 - 14.9","1","14"
"2024-25","33206","Columbia (Stevens) School District","15.0 - 19.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","20.0 - 24.9","2","14"
"2024-25","33206","Columbia (Stevens) School District","25.0 - 29.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","30.0 - 34.9","1","14"
"2024-25","33206","Columbia (Stevens) School District","35.0 - 39.9","1","14"
"2024-25","33206","Columbia (Stevens) School District","40.0 - 44.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","45.0 - 49.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","50.0 - 54.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","55.0 - 59.9","0","14"
"2024-25","33206","Columbia (Stevens) School District","Not Reported","1","14"
"2024-25","36400","Columbia (Walla Walla) School District","0.0 - 4.9","15","51"
"2024-25","36400","Columbia (Walla Walla) School District","5.0 - 9.9","7","51"
"2024-25","36400","Columbia (Walla Walla) School District","10.0 - 14.9","5","51"
"2024-25","36400","Columbia (Walla Walla) School District","15.0 - 19.9","8","51"
"2024-25","36400","Columbia (Walla Walla) School District","20.0 - 24.9","9","51"
"2024-25","36400","Columbia (Walla Walla) School District","25.0 - 29.9","3","51"
"2024-25","36400","Columbia (Walla Walla) School District","30.0 - 34.9","3","51"
"2024-25","36400","Columbia (Walla Walla) School District","35.0 - 39.9","1","51"
"2024-25","36400","Columbia (Walla Walla) School District","40.0 - 44.9","0","51"
"2024-25","36400","Columbia (Walla Walla) School District","45.0 - 49.9","0","51"
"2024-25","36400","Columbia (Walla Walla) School District","50.0 - 54.9","0","51"
"2024-25","36400","Columbia (Walla Walla) School District","55.0 - 59.9","0","51"
"2024-25","36400","Columbia (Walla Walla) School District","Not Reported","0","51"
"2024-25","33115","Colville School District","0.0 - 4.9","23","113"
"2024-25","33115","Colville School District","5.0 - 9.9","22","113"
"2024-25","33115","Colville School District","10.0 - 14.9","11","113"
"2024-25","33115","Colville School District","15.0 - 19.9","16","113"
"2024-25","33115","Colville School District","20.0 - 24.9","14","113"
"2024-25","33115","Colville School District","25.0 - 29.9","15","113"
"2024-25","33115","Colville School District","30.0 - 34.9","6","113"
"2024-25","33115","Colville School District","35.0 - 39.9","2","113"
"2024-25","33115","Colville School District","40.0 - 44.9","1","113"
"2024-25","33115","Colville School District","45.0 - 49.9","0","113"
"2024-25","33115","Colville School District","50.0 - 54.9","0","113"
"2024-25","33115","Colville School District","55.0 - 59.9","0","113"
"2024-25","33115","Colville School District","Not Reported","3","113"
"2024-25","29011","Concrete School District","0.0 - 4.9","10","36"
"2024-25","29011","Concrete School District","5.0 - 9.9","14","36"
"2024-25","29011","Concrete School District","10.0 - 14.9","3","36"
"2024-25","29011","Concrete School District","15.0 - 19.9","3","36"
"2024-25","29011","Concrete School District","20.0 - 24.9","1","36"
"2024-25","29011","Concrete School District","25.0 - 29.9","1","36"
"2024-25","29011","Concrete School District","30.0 - 34.9","2","36"
"2024-25","29011","Concrete School District","35.0 - 39.9","1","36"
"2024-25","29011","Concrete School District","40.0 - 44.9","0","36"
"2024-25","29011","Concrete School District","45.0 - 49.9","0","36"
"2024-25","29011","Concrete School District","50.0 - 54.9","0","36"
"2024-25","29011","Concrete School District","55.0 - 59.9","0","36"
"2024-25","29011","Concrete School District","Not Reported","1","36"
"2024-25","29317","Conway School District","0.0 - 4.9","4","28"
"2024-25","29317","Conway School District","5.0 - 9.9","5","28"
"2024-25","29317","Conway School District","10.0 - 14.9","4","28"
"2024-25","29317","Conway School District","15.0 - 19.9","4","28"
"2024-25","29317","Conway School District","20.0 - 24.9","6","28"
"2024-25","29317","Conway School District","25.0 - 29.9","2","28"
"2024-25","29317","Conway School District","30.0 - 34.9","2","28"
"2024-25","29317","Conway School District","35.0 - 39.9","0","28"
"2024-25","29317","Conway School District","40.0 - 44.9","1","28"
"2024-25","29317","Conway School District","45.0 - 49.9","0","28"
"2024-25","29317","Conway School District","50.0 - 54.9","0","28"
"2024-25","29317","Conway School District","55.0 - 59.9","0","28"
"2024-25","29317","Conway School District","Not Reported","0","28"
"2024-25","14099","Cosmopolis School District","0.0 - 4.9","4","12"
"2024-25","14099","Cosmopolis School District","5.0 - 9.9","2","12"
"2024-25","14099","Cosmopolis School District","10.0 - 14.9","3","12"
"2024-25","14099","Cosmopolis School District","15.0 - 19.9","1","12"
"2024-25","14099","Cosmopolis School District","20.0 - 24.9","1","12"
"2024-25","14099","Cosmopolis School District","25.0 - 29.9","0","12"
"2024-25","14099","Cosmopolis School District","30.0 - 34.9","0","12"
"2024-25","14099","Cosmopolis School District","35.0 - 39.9","1","12"
"2024-25","14099","Cosmopolis School District","40.0 - 44.9","0","12"
"2024-25","14099","Cosmopolis School District","45.0 - 49.9","0","12"
"2024-25","14099","Cosmopolis School District","50.0 - 54.9","0","12"
"2024-25","14099","Cosmopolis School District","55.0 - 59.9","0","12"
"2024-25","14099","Cosmopolis School District","Not Reported","0","12"
"2024-25","13151","Coulee-Hartline School District","0.0 - 4.9","9","20"
"2024-25","13151","Coulee-Hartline School District","5.0 - 9.9","2","20"
"2024-25","13151","Coulee-Hartline School District","10.0 - 14.9","4","20"
"2024-25","13151","Coulee-Hartline School District","15.0 - 19.9","1","20"
