year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2018,20401,43004.154,26124.615,7.2730769,10.6,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,40589.72540873041,24657.872568747647
2019,20401,45657.074,30166.111,7.2925926,12,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,42326.215901252064,27965.37787522553
2021,20401,54070.391,37369.435,7.6043479,11,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,47291.64007238442,32684.466249344572
2022,20401,58091.826,39072,6.6347826,11,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,47049.28755074972,31644.895500149934
2023,20401,88578.83333333333,83950.75,14.633333285649618,,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,68897.70863089083,65297.928355849785
2024,20401,89941.25,83591.08333333333,15.533333286643028,,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,67951.41289377687,63153.805598893094
2025,20401,97749,94400,17.69,,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,71954.73565852368,69489.47862550653
2015,20402,38153.5,21053.03,8.425,10.838,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,38153.5,21053.03
2016,20402,37742.48,21366.17,8.172414,9.885,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,37270.13303938627,21098.772482416196
2017,20402,38814.379,22163.103,8.5172414,9.854,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,37528.71336263825,21428.984854134284
2018,20402,39780.107,22588.107,8.3678571,10.075,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,37546.68955608136,21319.91855096187
2019,20402,45965.867,23326.333,6.4433333,10.682,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,42612.48127136306,21624.587829314263
2021,20402,49339.76,29686.24,5.992,9.889,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,43154.0835570771,25964.505734430903
2022,20402,50809.692,33065.385,6.6576922,11,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,41151.397259797406,26780.06380521154
2023,20402,90674.7,87024.7,11.469999957084656,,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,70527.89956359142,67688.8845637391
2024,20402,88190.54545454546,86346.81818181818,11.854545398191972,,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,66628.74006653471,65235.787742961176
2025,20402,99329.33333333333,96301.66666666667,14.677777777777777,,20402,100121,5304080,KLICKITAT SCHOOL DISTRICT,73118.04645712371,70889.32846858038
2015,20403,31467.57,19151.14,3.9,2.417,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,31467.57,19151.14
2016,20403,27024.63,13166.75,0.5875,2.384,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,26686.416881990514,13001.968185353457
2017,20403,27349.857,14970.714,1.0142857,2.417,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,26443.935734799346,14474.832498029546
2018,20403,33363.5,17441.167,2.5333333,2,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,31490.337042188454,16461.948753550885
2019,20403,39301.833,18915.333,2.8666666,2,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,36434.61402876919,17535.387142900963
2021,20403,43427.286,28761.286,1.3,2.8,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,37982.85051854902,25155.512293796965
2022,20403,65462.4,36065.8,4.96,3,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,53018.80649030035,29210.136981196447
2023,20403,95669.66666666667,64282.666666666664,9.266666412353516,,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,74413.04621850348,49999.85065675975
2024,20403,95964,67764.33333333333,10.266666412353516,,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,72501.6539901147,51196.555460424
2025,20403,71389.66666666667,56688.333333333336,5,,20403,100224,5307530,ROOSEVELT SCHOOL DISTRICT,52551.17283808654,41729.2661809561
2015,20404,41206.56,26915.97,8.287591,62.234,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,41206.56,26915.970000000005
2016,20404,39981.47,25295.4,7.082781,63.969,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,39481.10209001187,24978.828187349944
2017,20404,39983.266,25321.435,6.962987,64.833,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,38658.88280773782,24482.702043118505
2018,20404,38122.509,24025.849,6.1465409,63.499,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,35982.15586805529,22676.939851476207
2019,20404,41156.963,26992.646,6.0925466,66.233,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,38154.40520296686,25023.4292793723
2021,20404,25649.016,26804.714,3.6628572,111.03,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,22433.424475935986,23444.233771699626
2022,20404,29018.193,27521.828,3.597479,101.57,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,23502.193004918674,22290.268505146923
2023,20404,85578.46666666666,78660.55,14.293333313862483,,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,66563.98644685699,61183.14557442001
2024,20404,91238.65,82733.85,14.834999991456668,,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,68931.61011238776,62506.158204848194
2025,20404,93319.10344827586,85605.10344827586,13.475862068965522,,20404,100094,5303090,GOLDENDALE SCHOOL DISTRICT,68693.81191123302,63015.40260914449
2015,20405,40686.21,25910.71,7.488372,77.502,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,40686.21,25910.71
2016,20405,42295.72,26404.88,7.717919,76.486,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,41766.38926208958,26074.42305034088
2017,20405,43381.982,27009.788,7.5205882,76.324,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,41945.02165244308,26115.130988895282
2018,20405,44749.191,27783.491,7.7306358,77.49,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,42236.788914690194,26223.612504641587
2019,20405,48238.895,29109.144,7.1011049,75.646,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,44719.68318880506,26985.52065874033
2021,20405,48876.317,31705.306,7.4133333,75.292,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,42748.74194321554,27730.4434461517
2022,20405,58975.949,34365.193,7.2772727,76.214,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,47765.34969101075,27832.794362394656
2023,20405,92430.43589743589,83989.53846153847,16.361538476668873,,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,71893.53259060504,65328.09849944675
2024,20405,97816.86567164179,88760.50746268657,17.085074625798125,,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,73901.51045520093,67059.35142393706
2025,20405,100455.3,89808.84285714285,16.529999999999998,,20405,100295,5309810,WHITE SALMON VALLEY SCHOOL DISTRICT,73946.89006534794,66109.84815786972
2015,20406,34803.6,21588.78,6.571111,17.143,20406,100135,5304590,LYLE SCHOOL DISTRICT,34803.6,21588.78
2016,20406,39331.84,24236.49,5.823256,17,20406,100135,5304590,LYLE SCHOOL DISTRICT,38839.60220642242,23933.170441045604
2017,20406,36104.565,19970.522,4.4043478,16,20406,100135,5304590,LYLE SCHOOL DISTRICT,34908.65771593928,19309.029672747336
2018,20406,38265.479,20059.458,4.4083333,16.422,20406,100135,5304590,LYLE SCHOOL DISTRICT,36117.098949174535,18933.238218520943
2019,20406,33587.05,21523.35,3.565,22,20406,100135,5304590,LYLE SCHOOL DISTRICT,31136.746296666934,19953.13933210467
2021,20406,40686.889,26708.578,4.5244445,17.35,20406,100135,5304590,LYLE SCHOOL DISTRICT,35586.01435401228,23360.150246022906
2022,20406,48213.564,32379.436,4.6846154,17.386,20406,100135,5304590,LYLE SCHOOL DISTRICT,39048.76111972233,26224.505235815748
2023,20406,82736.73684210527,78825.78947368421,10.131578947368421,,20406,100135,5304590,LYLE SCHOOL DISTRICT,64353.65395440288,61311.67087424389
2024,20406,83199.5,80348.38888888889,9.250000052981907,,20406,100135,5304590,LYLE SCHOOL DISTRICT,62857.96091399429,60703.92115674002
2025,20406,91706.42105263157,83788.94736842105,12.284210526315789,,20406,100135,5304590,LYLE SCHOOL DISTRICT,67506.6884063405,61678.498593343065
2015,21014,38567.54,25917.23,7.833962,48.5,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,38567.54,25917.23
2016,21014,37198.64,25078.48,6.987931,50.451,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,36733.0991944418,24764.622940135036
2017,21014,39301.161,25780.271,7.2415254,51.856,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,37999.37146973026,24926.33981778081
2018,21014,39061.976,24652.969,6.4031496,52.724,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,36868.87735920622,23268.85077706547
2019,21014,43806.824,30435.216,6.2376,54,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,40610.94871239778,28214.850636666757
2021,21014,45462.168,33407.933,6.9352941,54.745,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,39762.62139414291,29219.613799321953
2022,21014,50420.181,33919.526,6.6724138,52.933,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,40835.927488832036,27471.843153271362
2023,21014,85074.81481481482,77925.20370370371,13.311111127888715,,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,66172.23982710061,60611.18415927727
2024,21014,88335.48076923077,81051.84615384616,13.028846117166372,,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,66738.239983548,61235.389365868075
2025,21014,95538.31481481482,87756.38888888889,14.1037037037037,,21014,100161,5305490,NAPAVINE SCHOOL DISTRICT,70327.41191992571,64599.00116468308
2015,21036,28755.5,10623,1.25,2,21036,100082,5302640,EVALINE SCHOOL DISTRICT,28755.500000000004,10623
2016,21036,25865.6,11084.3,2.8,2.38,21036,100082,5302640,EVALINE SCHOOL DISTRICT,25541.89213701774,10945.580037360269
2017,21036,28273.545,13056.455,3,2.45,21036,100082,5302640,EVALINE SCHOOL DISTRICT,27337.028013526993,12623.980335410879
2018,21036,24995.714,9595,1.4785714,2.921,21036,100082,5302640,EVALINE SCHOOL DISTRICT,23592.35267493364,9056.297568294642
2019,21036,27972.067,13263.667,1.5733333,3.85,21036,100082,5302640,EVALINE SCHOOL DISTRICT,25931.397773021723,12296.03178434764
2021,21036,37507.833,21776.5,2.4833333,5.381,21036,100082,5302640,EVALINE SCHOOL DISTRICT,32805.51343028206,19046.401939950443
2022,21036,40902.273,24604.545,2.4272727,5,21036,100082,5302640,EVALINE SCHOOL DISTRICT,33127.25621426096,19927.52496298466
2023,21036,64595.6,62012.2,5.140000033378601,,21036,100082,5302640,EVALINE SCHOOL DISTRICT,50243.25406149594,48233.85369146349
2024,21036,62165.6,57660.4,6.140000057220459,,21036,100082,5302640,EVALINE SCHOOL DISTRICT,46966.662720268796,43562.94412208338
2025,21036,71676.6,66879.8,7.139999999999999,,21036,100082,5302640,EVALINE SCHOOL DISTRICT,52762.38944543413,49231.38170103974
2015,21206,38337.96,24979.95,7.870732,36.5,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,38337.96,24979.95
2016,21206,38632.23,24512.72,7.209302,36.57,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,38148.747822299156,24205.943423888006
2017,21206,39447.282,24681.341,6.3517647,36,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,38140.652439992904,23863.81015639929
2018,21206,39985.271,24756.965,6.2952941,35,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,37740.3348123921,23367.008017494063
2019,21206,49226.845,33140.488,6.7392857,35.587,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,45635.55845929747,30722.762701807238
2021,21206,49467.411,35015.233,6.29,38.94,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,43265.73107867316,30625.408203293315
2022,21206,49668.594,33035.677,5.0604166,39.485,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,40227.20789233656,26756.002928995364
2023,21206,86451.42105263157,83711.78947368421,11.131578934820075,,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,67242.98113067652,65112.06191240236
2024,21206,90084.73809523809,86333.07142857143,11.876190492085048,,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,68059.81942364904,65225.40194883648
2025,21206,93399.40909090909,89640.20454545454,11.881818181818181,,21206,100154,5305250,MOSSYROCK SCHOOL DISTRICT,68752.92628874647,65985.71056935801
2015,21214,31858.84,18463.85,4.519355,20.828,21214,100152,5305190,MORTON SCHOOL DISTRICT,31858.84,18463.85
2016,21214,33322.9,19619.73,4.590476,22.4,21214,100152,5305190,MORTON SCHOOL DISTRICT,32905.86406240832,19374.1891708451
2017,21214,36814.213,21478.361,5.7262295,22.646,21214,100152,5305190,MORTON SCHOOL DISTRICT,35594.79973512164,20766.92386263009
2018,21214,36614.532,21624.645,5.4709677,23.9,21214,100152,5305190,MORTON SCHOOL DISTRICT,34558.84284688341,20410.549236970804
2019,21214,38257.576,23795.455,4.8333333,25.058,21214,100152,5305190,MORTON SCHOOL DISTRICT,35466.539569192704,22059.48558592537
2021,21214,45689.59,29775.869,5.3655738,26.691,21214,100152,5305190,MORTON SCHOOL DISTRICT,39961.53172509542,26042.898036200047
2022,21214,45978.143,29459.2,4.8228571,29.098,21214,100152,5305190,MORTON SCHOOL DISTRICT,37238.26603516457,23859.370022471772
2023,21214,78878.05882352941,72972.58823529411,8.605882385197807,,21214,100152,5305190,MORTON SCHOOL DISTRICT,61352.32661896802,56758.97878850591
2024,21214,80853.23529411765,77075.76470588235,8.579411759096033,,21214,100152,5305190,MORTON SCHOOL DISTRICT,61085.337098031014,58231.424531380275
2025,21214,87026.65714285715,83972.65714285715,9.025714285714287,,21214,100152,5305190,MORTON SCHOOL DISTRICT,64061.832959511194,61813.73054719872
2015,21226,42642.09,30036.82,9.123529,34.5,21226,100011,5300060,ADNA SCHOOL DISTRICT,42642.09,30036.82
2016,21226,40877.87,29444,8.567949,37.915,21226,100011,5300060,ADNA SCHOOL DISTRICT,40366.28364820586,29075.508477760053
2017,21226,38975.837,27791.93,7.7174419,39.26,21226,100011,5300060,ADNA SCHOOL DISTRICT,37684.82331874768,26871.365757636024
2018,21226,41866.494,28649.011,8.1793103,40.34,21226,100011,5300060,ADNA SCHOOL DISTRICT,39515.938280898605,27040.538681953767
2019,21226,48309.256,33960.674,8.7732558,40.43,21226,100011,5300060,ADNA SCHOOL DISTRICT,44784.91108485963,31483.112997474112
2021,21226,59617.63,42520.521,10.276712,39.82,21226,100011,5300060,ADNA SCHOOL DISTRICT,52143.42725815663,37189.765741147734
2022,21226,51120.902,36179.141,8.5086956,41.982,21226,100011,5300060,ADNA SCHOOL DISTRICT,41403.45008352288,29301.933257324687
2023,21226,86362.26190476191,81516.64285714286,16.330952391737984,,21226,100011,5300060,ADNA SCHOOL DISTRICT,67173.63204624472,63404.64981069388
2024,21226,92641.80487804877,87545.9756097561,17.685365857147588,,21226,100011,5300060,ADNA SCHOOL DISTRICT,69991.70608028023,66141.76182615937
2025,21226,99921.15,93375.5,16.947499999999998,,21226,100011,5300060,ADNA SCHOOL DISTRICT,73553.69297840074,68735.32639190661
2015,21232,35644.3,22863.29,6.882692,41.228,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,35644.3,22863.29
2016,21232,38106.92,23954.79,7.259434,42,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,37630.01207449137,23654.99591522761
2017,21232,37464.407,22778.415,6.2457627,45,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,36223.45707512718,22023.91560586914
2018,21232,41475.55,24936.099,6.5027027,46.5,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,39146.94347146252,23536.084704164085
2019,21232,41195.183,24933.254,4.8142857,48.322,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,38189.836907848905,23114.277798983716
2021,21232,41837.438,25728.846,3.5838462,47.672,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,36592.32017476438,22503.24626855033
2022,21232,47935.721,31338.837,4.3472868,55.122,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,38823.73264151676,25381.71125003154
2023,21232,83879.34426229508,77321.91803278688,10.265573751730997,,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,65242.388092721085,60141.941126694015
2024,21232,86251.92452830188,78540.98113207547,10.783018840933746,,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,65164.094745242284,59338.40854989228
2025,21232,85490.25,80892,8.508333333333333,,21232,100299,5309930,WINLOCK SCHOOL DISTRICT,62930.8569922056,59546.00534930586
2015,21234,36781.44,21610.56,4.111111,7,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,36781.44,21610.56
2016,21234,32905.82,19306.47,3.341176,7,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,32494.003816656917,19064.84961827945
2017,21234,36062.176,22913.118,3.4588235,7,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,34867.67278531011,22154.156779535413
2018,21234,33963,14006.25,1.34,5,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,32056.17866722156,13219.882002702117
2019,21234,32343.087,19150.043,2.4260869,8,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,29983.53515328159,17752.974151086877
2021,21234,38778.364,23788.545,4.0045454,9,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,33916.759227502334,20806.198867430416
2022,21234,39604.7,21873.1,4.01,7,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,32076.335811189296,17715.29391288722
2023,21234,54317.57142857143,54107.28571428572,3.357142857142857,,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,42248.87672363392,42085.313902507405
2024,21234,83642.28571428571,79122.14285714286,5.128571459225246,,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,63192.489452288944,59777.481392866044
2025,21234,89867.375,85753.25,5.237500000000001,,21234,100025,5300630,BOISTFORT SCHOOL DISTRICT,66152.9346842466,63124.45585744404
2015,21237,39761.1,27430.2,7.563542,45,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,39761.1,27430.2
2016,21237,40361.12,27372.62,6.945,45.004,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,39856.00077203813,27030.05178876866
2017,21237,40462.701,26689.15,6.4028037,47,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,39122.437272721436,25805.113621486944
2018,21237,45560.495,28832.819,6.9371429,49,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,43002.54299935384,27214.026951201613
2019,21237,49667.713,32997.243,6.4643478,50,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,46044.26345322575,30589.967972193714
2021,21237,49694.65,33713.854,6.6097561,51.5,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,43464.481352152936,29487.18178902974
2022,21237,51102.538,34702.231,6.4315385,55.761,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,41388.57685305183,28105.765602402324
2023,21237,91201.80357142857,86785.58928571429,14.89642858877778,,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,70937.88721996442,67502.90130223705
2024,21237,97165.27272727272,91333.47272727273,14.101818188483065,,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,73409.22620074045,69003.24952469995
2025,21237,103151.62068965517,97071.29310344828,14.889655172413791,,21237,100267,5308910,TOLEDO SCHOOL DISTRICT,75931.69852860327,71455.8638481181
2015,21300,36987.46,24647.51,6.702778,48.383,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,36987.46,24647.51
2016,21300,39361.41,25280.05,6.440909,49.073,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,38868.802138010775,24963.67029252812
2017,21300,39770.402,25094.557,5.957377,52.966,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,38453.06959503062,24263.339022257376
2018,21300,40119.484,24852.135,5.5690476,54.967,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,37867.01254720539,23456.834785558116
2019,21300,42546.841,26841.152,5.1810606,53.999,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,39442.88628925812,24882.987345845326
2021,21300,41711.629,27206.315,5.0979021,53.37,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,36482.283723467655,23795.48645534879
2022,21300,42563.986,27371.748,5.0061225,55.195,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,34473.09810196163,22168.716859040695
2023,21300,80877.94736842105,77695.26315789473,13.333333283662796,,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,62907.86458526395,60432.3335678729
2024,21300,89129.1724137931,83929.13793103448,13.27758621758428,,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,67337.88106758893,63409.208848781556
2025,21300,89902.05263157895,84608.85964912281,11.73684210526316,,21300,100184,5306240,ONALASKA SCHOOL DISTRICT,66178.46149079733,62282.05025546823
2015,21301,35761.37,23580.15,6.41,24,21301,100198,5306660,PE ELL SCHOOL DISTRICT,35761.37,23580.15
2016,21301,33807.4,21476,6.215873,22,21301,100198,5306660,PE ELL SCHOOL DISTRICT,33384.30054717515,21207.22796048006
2017,21301,34905.185,22557.585,6.5230769,23,21301,100198,5306660,PE ELL SCHOOL DISTRICT,33749.005303804035,21810.400254461063
2018,21301,36935.554,23428.077,6.8769231,23,21301,100198,5306660,PE ELL SCHOOL DISTRICT,34861.841362565436,22112.72920947573
2019,21301,46627.891,32120.109,8.6909091,24,21301,100198,5306660,PE ELL SCHOOL DISTRICT,43226.208089595224,29776.82425084335
